formula_normalized,count,functions,examples
"IF($D$22>0,AC6009/$D$22,0)",1,IF,Übersicht!AG6009
"IF(AC6009<=0,1,0)",1,IF,Übersicht!AH6009
"P6009+TIME(1,,)",1,TIME,Übersicht!P6010
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6010,Übersicht!$E$10)",1,INDEX,Übersicht!W6010
"IF(Y6010<0,IF(AC6009-Y6010<$D$22,-Y6010,$D$22-AC6009),0)",1,IF,Übersicht!AA6010
"IF(Y6010>0,IF(AC6009-Y6010>0,Y6010,AC6009),0)",1,IF,Übersicht!AB6010
AC6009+AA6010-AB6010,1,,Übersicht!AC6010
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6011,Übersicht!$E$10)",1,INDEX,Übersicht!W6011
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6012,Übersicht!$E$10)",1,INDEX,Übersicht!W6012
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6013,Übersicht!$E$10)",1,INDEX,Übersicht!W6013
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6014,Übersicht!$E$10)",1,INDEX,Übersicht!W6014
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6015,Übersicht!$E$10)",1,INDEX,Übersicht!W6015
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6016,Übersicht!$E$10)",1,INDEX,Übersicht!W6016
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6017,Übersicht!$E$10)",1,INDEX,Übersicht!W6017
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6018,Übersicht!$E$10)",1,INDEX,Übersicht!W6018
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6019,Übersicht!$E$10)",1,INDEX,Übersicht!W6019
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6020,Übersicht!$E$10)",1,INDEX,Übersicht!W6020
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6021,Übersicht!$E$10)",1,INDEX,Übersicht!W6021
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6022,Übersicht!$E$10)",1,INDEX,Übersicht!W6022
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6023,Übersicht!$E$10)",1,INDEX,Übersicht!W6023
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6024,Übersicht!$E$10)",1,INDEX,Übersicht!W6024
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6025,Übersicht!$E$10)",1,INDEX,Übersicht!W6025
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6026,Übersicht!$E$10)",1,INDEX,Übersicht!W6026
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6027,Übersicht!$E$10)",1,INDEX,Übersicht!W6027
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6028,Übersicht!$E$10)",1,INDEX,Übersicht!W6028
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6029,Übersicht!$E$10)",1,INDEX,Übersicht!W6029
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6030,Übersicht!$E$10)",1,INDEX,Übersicht!W6030
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6031,Übersicht!$E$10)",1,INDEX,Übersicht!W6031
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6032,Übersicht!$E$10)",1,INDEX,Übersicht!W6032
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6033,Übersicht!$E$10)",1,INDEX,Übersicht!W6033
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6034,Übersicht!$E$10)",1,INDEX,Übersicht!W6034
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6035,Übersicht!$E$10)",1,INDEX,Übersicht!W6035
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6036,Übersicht!$E$10)",1,INDEX,Übersicht!W6036
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6037,Übersicht!$E$10)",1,INDEX,Übersicht!W6037
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6038,Übersicht!$E$10)",1,INDEX,Übersicht!W6038
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6039,Übersicht!$E$10)",1,INDEX,Übersicht!W6039
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6040,Übersicht!$E$10)",1,INDEX,Übersicht!W6040
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6041,Übersicht!$E$10)",1,INDEX,Übersicht!W6041
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6042,Übersicht!$E$10)",1,INDEX,Übersicht!W6042
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6043,Übersicht!$E$10)",1,INDEX,Übersicht!W6043
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6044,Übersicht!$E$10)",1,INDEX,Übersicht!W6044
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6045,Übersicht!$E$10)",1,INDEX,Übersicht!W6045
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6046,Übersicht!$E$10)",1,INDEX,Übersicht!W6046
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6047,Übersicht!$E$10)",1,INDEX,Übersicht!W6047
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6048,Übersicht!$E$10)",1,INDEX,Übersicht!W6048
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6049,Übersicht!$E$10)",1,INDEX,Übersicht!W6049
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6050,Übersicht!$E$10)",1,INDEX,Übersicht!W6050
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6051,Übersicht!$E$10)",1,INDEX,Übersicht!W6051
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6052,Übersicht!$E$10)",1,INDEX,Übersicht!W6052
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6053,Übersicht!$E$10)",1,INDEX,Übersicht!W6053
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6054,Übersicht!$E$10)",1,INDEX,Übersicht!W6054
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6055,Übersicht!$E$10)",1,INDEX,Übersicht!W6055
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6056,Übersicht!$E$10)",1,INDEX,Übersicht!W6056
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6057,Übersicht!$E$10)",1,INDEX,Übersicht!W6057
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6058,Übersicht!$E$10)",1,INDEX,Übersicht!W6058
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6059,Übersicht!$E$10)",1,INDEX,Übersicht!W6059
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6060,Übersicht!$E$10)",1,INDEX,Übersicht!W6060
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6061,Übersicht!$E$10)",1,INDEX,Übersicht!W6061
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6062,Übersicht!$E$10)",1,INDEX,Übersicht!W6062
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6063,Übersicht!$E$10)",1,INDEX,Übersicht!W6063
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6064,Übersicht!$E$10)",1,INDEX,Übersicht!W6064
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6065,Übersicht!$E$10)",1,INDEX,Übersicht!W6065
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6066,Übersicht!$E$10)",1,INDEX,Übersicht!W6066
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6067,Übersicht!$E$10)",1,INDEX,Übersicht!W6067
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6068,Übersicht!$E$10)",1,INDEX,Übersicht!W6068
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6069,Übersicht!$E$10)",1,INDEX,Übersicht!W6069
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6070,Übersicht!$E$10)",1,INDEX,Übersicht!W6070
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6071,Übersicht!$E$10)",1,INDEX,Übersicht!W6071
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6072,Übersicht!$E$10)",1,INDEX,Übersicht!W6072
DAY(P6073),1,DAY,Übersicht!Q6073
MONTH(P6073),1,MONTH,Übersicht!R6073
"IF(WEEKDAY(P6073)=6,1,IF(WEEKDAY(P6073)=7,2,3))",1,"IF, WEEKDAY",Übersicht!S6073
HOUR(P6073),1,HOUR,Übersicht!T6073
"IF(AND(P6073>DATE(2021,5,14),P6073<DATE(2021,9,15)),1,IF(AND(P6073>DATE(2021,3,20),P6073<DATE(2021,11,1)),2,0))",1,"AND, DATE, IF",Übersicht!U6073
"INDEX($D$57:$L$80,1+T6073,S6073+U6073*3)",1,INDEX,Übersicht!V6073
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6073,Übersicht!$E$10)",1,INDEX,Übersicht!W6073
"IF(W6073*$D$9/1000*(1-$D$41)>$D$9*$D$42,$D$9*$D$42,W6073*$D$9/1000*(1-$D$41))",1,IF,Übersicht!X6073
V6073-X6073,1,,Übersicht!Y6073
"IF(X6073>V6073,V6073,X6073)",1,IF,Übersicht!Z6073
Y6073+AA6073-AB6073,1,,Übersicht!AD6073
"IF(AD6073<0,-AD6073,0)",1,IF,Übersicht!AE6073
"IF(AD6073>0,AD6073,0)",1,IF,Übersicht!AF6073
"IF($D$22>0,AC6073/$D$22,0)",1,IF,Übersicht!AG6073
"IF(AC6073<=0,1,0)",1,IF,Übersicht!AH6073
"P6073+TIME(1,,)",1,TIME,Übersicht!P6074
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6074,Übersicht!$E$10)",1,INDEX,Übersicht!W6074
"IF(Y6074<0,IF(AC6073-Y6074<$D$22,-Y6074,$D$22-AC6073),0)",1,IF,Übersicht!AA6074
"IF(Y6074>0,IF(AC6073-Y6074>0,Y6074,AC6073),0)",1,IF,Übersicht!AB6074
AC6073+AA6074-AB6074,1,,Übersicht!AC6074
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6075,Übersicht!$E$10)",1,INDEX,Übersicht!W6075
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6076,Übersicht!$E$10)",1,INDEX,Übersicht!W6076
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6077,Übersicht!$E$10)",1,INDEX,Übersicht!W6077
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6078,Übersicht!$E$10)",1,INDEX,Übersicht!W6078
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6079,Übersicht!$E$10)",1,INDEX,Übersicht!W6079
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6080,Übersicht!$E$10)",1,INDEX,Übersicht!W6080
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6081,Übersicht!$E$10)",1,INDEX,Übersicht!W6081
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6082,Übersicht!$E$10)",1,INDEX,Übersicht!W6082
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6083,Übersicht!$E$10)",1,INDEX,Übersicht!W6083
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6084,Übersicht!$E$10)",1,INDEX,Übersicht!W6084
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6085,Übersicht!$E$10)",1,INDEX,Übersicht!W6085
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6086,Übersicht!$E$10)",1,INDEX,Übersicht!W6086
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6087,Übersicht!$E$10)",1,INDEX,Übersicht!W6087
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6088,Übersicht!$E$10)",1,INDEX,Übersicht!W6088
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6089,Übersicht!$E$10)",1,INDEX,Übersicht!W6089
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6090,Übersicht!$E$10)",1,INDEX,Übersicht!W6090
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6091,Übersicht!$E$10)",1,INDEX,Übersicht!W6091
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6092,Übersicht!$E$10)",1,INDEX,Übersicht!W6092
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6093,Übersicht!$E$10)",1,INDEX,Übersicht!W6093
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6094,Übersicht!$E$10)",1,INDEX,Übersicht!W6094
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6095,Übersicht!$E$10)",1,INDEX,Übersicht!W6095
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6096,Übersicht!$E$10)",1,INDEX,Übersicht!W6096
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6097,Übersicht!$E$10)",1,INDEX,Übersicht!W6097
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6098,Übersicht!$E$10)",1,INDEX,Übersicht!W6098
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6099,Übersicht!$E$10)",1,INDEX,Übersicht!W6099
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6100,Übersicht!$E$10)",1,INDEX,Übersicht!W6100
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6101,Übersicht!$E$10)",1,INDEX,Übersicht!W6101
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6102,Übersicht!$E$10)",1,INDEX,Übersicht!W6102
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6103,Übersicht!$E$10)",1,INDEX,Übersicht!W6103
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6104,Übersicht!$E$10)",1,INDEX,Übersicht!W6104
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6105,Übersicht!$E$10)",1,INDEX,Übersicht!W6105
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6106,Übersicht!$E$10)",1,INDEX,Übersicht!W6106
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6107,Übersicht!$E$10)",1,INDEX,Übersicht!W6107
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6108,Übersicht!$E$10)",1,INDEX,Übersicht!W6108
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6109,Übersicht!$E$10)",1,INDEX,Übersicht!W6109
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6110,Übersicht!$E$10)",1,INDEX,Übersicht!W6110
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6111,Übersicht!$E$10)",1,INDEX,Übersicht!W6111
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6112,Übersicht!$E$10)",1,INDEX,Übersicht!W6112
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6113,Übersicht!$E$10)",1,INDEX,Übersicht!W6113
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6114,Übersicht!$E$10)",1,INDEX,Übersicht!W6114
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6115,Übersicht!$E$10)",1,INDEX,Übersicht!W6115
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6116,Übersicht!$E$10)",1,INDEX,Übersicht!W6116
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6117,Übersicht!$E$10)",1,INDEX,Übersicht!W6117
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6118,Übersicht!$E$10)",1,INDEX,Übersicht!W6118
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6119,Übersicht!$E$10)",1,INDEX,Übersicht!W6119
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6120,Übersicht!$E$10)",1,INDEX,Übersicht!W6120
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6121,Übersicht!$E$10)",1,INDEX,Übersicht!W6121
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6122,Übersicht!$E$10)",1,INDEX,Übersicht!W6122
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6123,Übersicht!$E$10)",1,INDEX,Übersicht!W6123
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6124,Übersicht!$E$10)",1,INDEX,Übersicht!W6124
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6125,Übersicht!$E$10)",1,INDEX,Übersicht!W6125
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6126,Übersicht!$E$10)",1,INDEX,Übersicht!W6126
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6127,Übersicht!$E$10)",1,INDEX,Übersicht!W6127
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6128,Übersicht!$E$10)",1,INDEX,Übersicht!W6128
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6129,Übersicht!$E$10)",1,INDEX,Übersicht!W6129
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6130,Übersicht!$E$10)",1,INDEX,Übersicht!W6130
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6131,Übersicht!$E$10)",1,INDEX,Übersicht!W6131
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6132,Übersicht!$E$10)",1,INDEX,Übersicht!W6132
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6133,Übersicht!$E$10)",1,INDEX,Übersicht!W6133
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6134,Übersicht!$E$10)",1,INDEX,Übersicht!W6134
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6135,Übersicht!$E$10)",1,INDEX,Übersicht!W6135
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6136,Übersicht!$E$10)",1,INDEX,Übersicht!W6136
DAY(P6137),1,DAY,Übersicht!Q6137
MONTH(P6137),1,MONTH,Übersicht!R6137
"IF(WEEKDAY(P6137)=6,1,IF(WEEKDAY(P6137)=7,2,3))",1,"IF, WEEKDAY",Übersicht!S6137
HOUR(P6137),1,HOUR,Übersicht!T6137
"IF(AND(P6137>DATE(2021,5,14),P6137<DATE(2021,9,15)),1,IF(AND(P6137>DATE(2021,3,20),P6137<DATE(2021,11,1)),2,0))",1,"AND, DATE, IF",Übersicht!U6137
"INDEX($D$57:$L$80,1+T6137,S6137+U6137*3)",1,INDEX,Übersicht!V6137
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6137,Übersicht!$E$10)",1,INDEX,Übersicht!W6137
"IF(W6137*$D$9/1000*(1-$D$41)>$D$9*$D$42,$D$9*$D$42,W6137*$D$9/1000*(1-$D$41))",1,IF,Übersicht!X6137
V6137-X6137,1,,Übersicht!Y6137
"IF(X6137>V6137,V6137,X6137)",1,IF,Übersicht!Z6137
Y6137+AA6137-AB6137,1,,Übersicht!AD6137
"IF(AD6137<0,-AD6137,0)",1,IF,Übersicht!AE6137
"IF(AD6137>0,AD6137,0)",1,IF,Übersicht!AF6137
"IF($D$22>0,AC6137/$D$22,0)",1,IF,Übersicht!AG6137
"IF(AC6137<=0,1,0)",1,IF,Übersicht!AH6137
"P6137+TIME(1,,)",1,TIME,Übersicht!P6138
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6138,Übersicht!$E$10)",1,INDEX,Übersicht!W6138
"IF(Y6138<0,IF(AC6137-Y6138<$D$22,-Y6138,$D$22-AC6137),0)",1,IF,Übersicht!AA6138
"IF(Y6138>0,IF(AC6137-Y6138>0,Y6138,AC6137),0)",1,IF,Übersicht!AB6138
AC6137+AA6138-AB6138,1,,Übersicht!AC6138
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6139,Übersicht!$E$10)",1,INDEX,Übersicht!W6139
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6140,Übersicht!$E$10)",1,INDEX,Übersicht!W6140
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6141,Übersicht!$E$10)",1,INDEX,Übersicht!W6141
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6142,Übersicht!$E$10)",1,INDEX,Übersicht!W6142
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6143,Übersicht!$E$10)",1,INDEX,Übersicht!W6143
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6144,Übersicht!$E$10)",1,INDEX,Übersicht!W6144
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6145,Übersicht!$E$10)",1,INDEX,Übersicht!W6145
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6146,Übersicht!$E$10)",1,INDEX,Übersicht!W6146
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6147,Übersicht!$E$10)",1,INDEX,Übersicht!W6147
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6148,Übersicht!$E$10)",1,INDEX,Übersicht!W6148
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6149,Übersicht!$E$10)",1,INDEX,Übersicht!W6149
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6150,Übersicht!$E$10)",1,INDEX,Übersicht!W6150
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6151,Übersicht!$E$10)",1,INDEX,Übersicht!W6151
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6152,Übersicht!$E$10)",1,INDEX,Übersicht!W6152
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6153,Übersicht!$E$10)",1,INDEX,Übersicht!W6153
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6154,Übersicht!$E$10)",1,INDEX,Übersicht!W6154
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6155,Übersicht!$E$10)",1,INDEX,Übersicht!W6155
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6156,Übersicht!$E$10)",1,INDEX,Übersicht!W6156
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6157,Übersicht!$E$10)",1,INDEX,Übersicht!W6157
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6158,Übersicht!$E$10)",1,INDEX,Übersicht!W6158
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6159,Übersicht!$E$10)",1,INDEX,Übersicht!W6159
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6160,Übersicht!$E$10)",1,INDEX,Übersicht!W6160
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6161,Übersicht!$E$10)",1,INDEX,Übersicht!W6161
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6162,Übersicht!$E$10)",1,INDEX,Übersicht!W6162
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6163,Übersicht!$E$10)",1,INDEX,Übersicht!W6163
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6164,Übersicht!$E$10)",1,INDEX,Übersicht!W6164
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6165,Übersicht!$E$10)",1,INDEX,Übersicht!W6165
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6166,Übersicht!$E$10)",1,INDEX,Übersicht!W6166
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6167,Übersicht!$E$10)",1,INDEX,Übersicht!W6167
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6168,Übersicht!$E$10)",1,INDEX,Übersicht!W6168
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6169,Übersicht!$E$10)",1,INDEX,Übersicht!W6169
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6170,Übersicht!$E$10)",1,INDEX,Übersicht!W6170
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6171,Übersicht!$E$10)",1,INDEX,Übersicht!W6171
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6172,Übersicht!$E$10)",1,INDEX,Übersicht!W6172
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6173,Übersicht!$E$10)",1,INDEX,Übersicht!W6173
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6174,Übersicht!$E$10)",1,INDEX,Übersicht!W6174
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6175,Übersicht!$E$10)",1,INDEX,Übersicht!W6175
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6176,Übersicht!$E$10)",1,INDEX,Übersicht!W6176
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6177,Übersicht!$E$10)",1,INDEX,Übersicht!W6177
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6178,Übersicht!$E$10)",1,INDEX,Übersicht!W6178
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6179,Übersicht!$E$10)",1,INDEX,Übersicht!W6179
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6180,Übersicht!$E$10)",1,INDEX,Übersicht!W6180
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6181,Übersicht!$E$10)",1,INDEX,Übersicht!W6181
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6182,Übersicht!$E$10)",1,INDEX,Übersicht!W6182
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6183,Übersicht!$E$10)",1,INDEX,Übersicht!W6183
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6184,Übersicht!$E$10)",1,INDEX,Übersicht!W6184
"INDEX(Solarstrahlungsdaten!$B$13:$G$8772,Übersicht!O6185,Übersicht!$E$10)",1,INDEX,Übersicht!W6185
